Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value,Category
156,Zinc Ion Binding (GO:0008270),0.128819887609216,1.7029539247864105,3.4899317159863625,"['MMP12', 'PLSCR1', 'S100A12', 'MT1X', 'CRIP1', 'S100A9', 'S100A8']",0.28736744158978955,0,0,GO_Molecular_Function_2023
157,Phosphoric Ester Hydrolase Activity (GO:0042578),0.13417918133363516,3.2301639344262294,6.488040085208488,"['SMPD3', 'DUSP5']",0.2883301691982121,0,0,GO_Molecular_Function_2023
158,Transmembrane Receptor Protein Tyrosine Kinase Activator Activity (GO:0030297),0.1380482138948374,7.325788497217069,14.506176786719825,['GREM1'],0.2883301691982121,0,0,GO_Molecular_Function_2023
159,CoA-ligase Activity (GO:0016405),0.1380482138948374,7.325788497217069,14.506176786719825,['ACSL1'],0.2883301691982121,0,0,GO_Molecular_Function_2023
160,Insulin-Like Growth Factor I Binding (GO:0031994),0.1380482138948374,7.325788497217069,14.506176786719825,['IGFBP5'],0.2883301691982121,0,0,GO_Molecular_Function_2023
161,Vascular Endothelial Growth Factor Receptor Binding (GO:0005172),0.1380482138948374,7.325788497217069,14.506176786719825,['GREM1'],0.2883301691982121,0,0,GO_Molecular_Function_2023
162,"Intramolecular Oxidoreductase Activity, Transposing C=C Bonds (GO:0016863)",0.1380482138948374,7.325788497217069,14.506176786719825,['HSD3B1'],0.2883301691982121,0,0,GO_Molecular_Function_2023
163,L-glutamate Transmembrane Transporter Activity (GO:0005313),0.1380482138948374,7.325788497217069,14.506176786719825,['SLC7A11'],0.2883301691982121,0,0,GO_Molecular_Function_2023
164,NAD+ Binding (GO:0070403),0.1380482138948374,7.325788497217069,14.506176786719825,['PARP9'],0.2883301691982121,0,0,GO_Molecular_Function_2023
165,RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979),0.1380482138948374,7.325788497217069,14.506176786719825,['STAT1'],0.2883301691982121,0,0,GO_Molecular_Function_2023
166,Acid-Thiol Ligase Activity (GO:0016878),0.1380482138948374,7.325788497217069,14.506176786719825,['ACSL1'],0.2883301691982121,0,0,GO_Molecular_Function_2023
167,Serine-Type Endopeptidase Inhibitor Activity (GO:0004867),0.13836533981638338,3.1666666666666665,6.263216056381888,"['SERPINA3', 'SLPI']",0.2883301691982121,0,0,GO_Molecular_Function_2023
168,Kinase Activity (GO:0016301),0.14232588577178887,2.355387750209757,4.592148470485142,"['LYN', 'CDK1', 'CCL3']",0.29301027359169585,0,0,GO_Molecular_Function_2023
169,Chloride Transmembrane Transporter Activity (GO:0015108),0.1468212699044486,3.0468605010825858,5.845521560965304,"['SLC26A2', 'APOL1']",0.29301027359169585,0,0,GO_Molecular_Function_2023
170,Sulfate Transmembrane Transporter Activity (GO:0015116),0.14865657016342523,6.714965986394557,12.799507676035779,['SLC26A2'],0.29301027359169585,0,0,GO_Molecular_Function_2023
171,CARD Domain Binding (GO:0050700),0.14865657016342523,6.714965986394557,12.799507676035779,['CASP1'],0.29301027359169585,0,0,GO_Molecular_Function_2023
172,DNA Replication Origin Binding (GO:0003688),0.14865657016342523,6.714965986394557,12.799507676035779,['CDC6'],0.29301027359169585,0,0,GO_Molecular_Function_2023
173,G Protein-Coupled Chemoattractant Receptor Activity (GO:0001637),0.14865657016342523,6.714965986394557,12.799507676035779,['ACKR4'],0.29301027359169585,0,0,GO_Molecular_Function_2023
174,Caspase Binding (GO:0089720),0.14865657016342523,6.714965986394557,12.799507676035779,['CASP1'],0.29301027359169585,0,0,GO_Molecular_Function_2023
175,RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),0.15076456116555592,1.817073851478332,3.437968881014325,"['STAT1', 'PARP9', 'TRIB2', 'PPARGC1A', 'FBP1']",0.29301027359169585,0,0,GO_Molecular_Function_2023
176,Iron Ion Binding (GO:0005506),0.15108842618792406,2.9902853673345478,5.651310441796095,"['PHYH', 'LCN2']",0.29301027359169585,0,0,GO_Molecular_Function_2023
177,1-Phosphatidylinositol Binding (GO:0005545),0.1591348899679038,6.198116169544741,11.392156559255088,['SCIN'],0.29301027359169585,0,0,GO_Molecular_Function_2023
178,1-Phosphatidylinositol-3-Kinase Regulator Activity (GO:0046935),0.1591348899679038,6.198116169544741,11.392156559255088,['SOCS3'],0.29301027359169585,0,0,GO_Molecular_Function_2023
179,Water Channel Activity (GO:0015250),0.1591348899679038,6.198116169544741,11.392156559255088,['AQP9'],0.29301027359169585,0,0,GO_Molecular_Function_2023
180,MAP Kinase Phosphatase Activity (GO:0033549),0.1591348899679038,6.198116169544741,11.392156559255088,['DUSP5'],0.29301027359169585,0,0,GO_Molecular_Function_2023
181,RNA Exonuclease Activity (GO:0004532),0.1591348899679038,6.198116169544741,11.392156559255088,['ZC3H12A'],0.29301027359169585,0,0,GO_Molecular_Function_2023
182,Myosin V Binding (GO:0031489),0.1591348899679038,6.198116169544741,11.392156559255088,['RAB27B'],0.29301027359169585,0,0,GO_Molecular_Function_2023
183,Nucleoside Diphosphate Kinase Activity (GO:0004550),0.1591348899679038,6.198116169544741,11.392156559255088,['NME1'],0.29301027359169585,0,0,GO_Molecular_Function_2023
184,Nucleoside Diphosphate Phosphatase Activity (GO:0017110),0.1591348899679038,6.198116169544741,11.392156559255088,['GBP1'],0.29301027359169585,0,0,GO_Molecular_Function_2023
185,Phospholipase A1 Activity (GO:0008970),0.1591348899679038,6.198116169544741,11.392156559255088,['LIPG'],0.29301027359169585,0,0,GO_Molecular_Function_2023
186,Purinergic Nucleotide Receptor Activity (GO:0001614),0.1591348899679038,6.198116169544741,11.392156559255088,['P2RY14'],0.29301027359169585,0,0,GO_Molecular_Function_2023
187,Endopeptidase Activator Activity (GO:0061133),0.1591348899679038,6.198116169544741,11.392156559255088,['CASP1'],0.29301027359169585,0,0,GO_Molecular_Function_2023
188,Sodium:Proton Antiporter Activity (GO:0015385),0.1591348899679038,6.198116169544741,11.392156559255088,['SLC38A5'],0.29301027359169585,0,0,GO_Molecular_Function_2023
189,Solute:Inorganic Anion Antiporter Activity (GO:0005452),0.1591348899679038,6.198116169544741,11.392156559255088,['SLC26A2'],0.29301027359169585,0,0,GO_Molecular_Function_2023
190,Sterol Binding (GO:0032934),0.16403154552910587,2.8324705205637044,5.120247099818528,"['SULT2B1', 'GRAMD1C']",0.30043672549541495,0,0,GO_Molecular_Function_2023
191,BMP Binding (GO:0036122),0.1694847607774618,5.755102040816326,10.215261595921609,['GREM1'],0.30246511154131644,0,0,GO_Molecular_Function_2023
192,DNA Nuclease Activity (GO:0004536),0.1694847607774618,5.755102040816326,10.215261595921609,['NME1'],0.30246511154131644,0,0,GO_Molecular_Function_2023
193,Insulin-Like Growth Factor Binding (GO:0005520),0.1694847607774618,5.755102040816326,10.215261595921609,['IGFBP5'],0.30246511154131644,0,0,GO_Molecular_Function_2023
194,Phospholipase Binding (GO:0043274),0.1694847607774618,5.755102040816326,10.215261595921609,['SELE'],0.30246511154131644,0,0,GO_Molecular_Function_2023
195,Potassium Ion Leak Channel Activity (GO:0022841),0.1694847607774618,5.755102040816326,10.215261595921609,['KCNK5'],0.30246511154131644,0,0,GO_Molecular_Function_2023
196,Hexose Transmembrane Transporter Activity (GO:0015149),0.17970775081250215,5.371156462585034,9.219178391264514,['SLC2A1'],0.31426280041583293,0,0,GO_Molecular_Function_2023
197,Ubiquitin-Protein Transferase Activator Activity (GO:0097027),0.17970775081250215,5.371156462585034,9.219178391264514,['CDC20'],0.31426280041583293,0,0,GO_Molecular_Function_2023
198,Water Transmembrane Transporter Activity (GO:0005372),0.17970775081250215,5.371156462585034,9.219178391264514,['AQP9'],0.31426280041583293,0,0,GO_Molecular_Function_2023
199,Ribosomal Small Subunit Binding (GO:0043024),0.17970775081250215,5.371156462585034,9.219178391264514,['NME1'],0.31426280041583293,0,0,GO_Molecular_Function_2023
200,Histone Acetyltransferase Binding (GO:0035035),0.1898054091674659,5.035204081632653,8.367280059696222,['STAT1'],0.32220625556233234,0,0,GO_Molecular_Function_2023
201,Phosphatidylcholine Transporter Activity (GO:0008525),0.1898054091674659,5.035204081632653,8.367280059696222,['ATP10B'],0.32220625556233234,0,0,GO_Molecular_Function_2023
202,Phosphatidylinositol 3-Kinase Regulator Activity (GO:0035014),0.1898054091674659,5.035204081632653,8.367280059696222,['SOCS3'],0.32220625556233234,0,0,GO_Molecular_Function_2023
203,Basic Amino Acid Transmembrane Transporter Activity (GO:0015174),0.1898054091674659,5.035204081632653,8.367280059696222,['SLC38A5'],0.32220625556233234,0,0,GO_Molecular_Function_2023
204,Cadherin Binding Involved In Cell-Cell Adhesion (GO:0098641),0.1898054091674659,5.035204081632653,8.367280059696222,['S100A11'],0.32220625556233234,0,0,GO_Molecular_Function_2023
205,Carboxylic Acid Binding (GO:0031406),0.1898054091674659,5.035204081632653,8.367280059696222,['PHYH'],0.32220625556233234,0,0,GO_Molecular_Function_2023
206,Metallopeptidase Activity (GO:0008237),0.19636809314474046,2.003162942556882,3.2606772347291844,"['MMP12', 'MMP1', 'MMP3']",0.32787517369872365,0,0,GO_Molecular_Function_2023
207,Glutamate Receptor Binding (GO:0035254),0.1997792661980576,4.738775510204082,7.631997892552949,['NETO2'],0.32787517369872365,0,0,GO_Molecular_Function_2023
208,Transforming Growth Factor Beta Receptor Binding (GO:0005160),0.1997792661980576,4.738775510204082,7.631997892552949,['FERMT2'],0.32787517369872365,0,0,GO_Molecular_Function_2023
209,Leak Channel Activity (GO:0022840),0.1997792661980576,4.738775510204082,7.631997892552949,['KCNK5'],0.32787517369872365,0,0,GO_Molecular_Function_2023
210,Nucleobase-Containing Compound Kinase Activity (GO:0019205),0.1997792661980576,4.738775510204082,7.631997892552949,['NME1'],0.32787517369872365,0,0,GO_Molecular_Function_2023
211,Amino Acid:Sodium Symporter Activity (GO:0005283),0.1997792661980576,4.738775510204082,7.631997892552949,['SLC6A14'],0.32787517369872365,0,0,GO_Molecular_Function_2023
212,Cholesterol Transfer Activity (GO:0120020),0.1997792661980576,4.738775510204082,7.631997892552949,['GRAMD1C'],0.32787517369872365,0,0,GO_Molecular_Function_2023
213,Cadherin Binding (GO:0045296),0.2006822183845636,1.5527955271565494,2.4938402767058694,"['ANLN', 'CCNB2', 'CDH3', 'STAT1', 'S100P', 'S100A11']",0.32787517369872365,0,0,GO_Molecular_Function_2023
214,1-Acylglycerol-3-Phosphate O-acyltransferase Activity (GO:0003841),0.20963083355998194,4.475283446712018,6.992215216463321,['GPAT3'],0.3377385651799709,0,0,GO_Molecular_Function_2023
215,Sterol Transfer Activity (GO:0120015),0.20963083355998194,4.475283446712018,6.992215216463321,['GRAMD1C'],0.3377385651799709,0,0,GO_Molecular_Function_2023
216,Cysteine-Type Endopeptidase Inhibitor Activity Involved In Apoptotic Process (GO:0043027),0.20963083355998194,4.475283446712018,6.992215216463321,['BIRC3'],0.3377385651799709,0,0,GO_Molecular_Function_2023
217,Lysophosphatidic Acid Acyltransferase Activity (GO:0042171),0.21936160457286322,4.23952738990333,6.431506127760009,['GPAT3'],0.34542008321880724,0,0,GO_Molecular_Function_2023
218,RNA Stem-Loop Binding (GO:0035613),0.21936160457286322,4.23952738990333,6.431506127760009,['ZC3H12A'],0.34542008321880724,0,0,GO_Molecular_Function_2023
219,Phosphatidic Acid Binding (GO:0070300),0.21936160457286322,4.23952738990333,6.431506127760009,['SMPD3'],0.34542008321880724,0,0,GO_Molecular_Function_2023
220,"Phosphotransferase Activity, Phosphate Group As Acceptor (GO:0016776)",0.21936160457286322,4.23952738990333,6.431506127760009,['NME1'],0.34542008321880724,0,0,GO_Molecular_Function_2023
221,Pyridoxal Phosphate Binding (GO:0030170),0.21936160457286322,4.23952738990333,6.431506127760009,['PYGL'],0.34542008321880724,0,0,GO_Molecular_Function_2023
222,Triglyceride Lipase Activity (GO:0004806),0.2289730544900439,4.02734693877551,5.936917309063627,['LIPG'],0.35572599536846106,0,0,GO_Molecular_Function_2023
223,"Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen (GO:0016702)",0.2289730544900439,4.02734693877551,5.936917309063627,['IDO1'],0.35572599536846106,0,0,GO_Molecular_Function_2023
224,Ephrin Receptor Binding (GO:0046875),0.2289730544900439,4.02734693877551,5.936917309063627,['LYN'],0.35572599536846106,0,0,GO_Molecular_Function_2023
225,Bicarbonate Transmembrane Transporter Activity (GO:0015106),0.23846664043392812,3.835374149659864,5.498107991147254,['SLC26A2'],0.3670197578444016,0,0,GO_Molecular_Function_2023
226,Semaphorin Receptor Binding (GO:0030215),0.23846664043392812,3.835374149659864,5.498107991147254,['SEMA3G'],0.3670197578444016,0,0,GO_Molecular_Function_2023
227,Cytokine Receptor Activity (GO:0004896),0.24006374432128752,2.1798848028356224,3.1103703520916333,"['ACKR4', 'IL7R']",0.3670197578444016,0,0,GO_Molecular_Function_2023
228,DNA Binding (GO:0003677),0.24377192896018446,1.2673206621704476,1.78885125954648,"['TOP2A', 'SERPINA3', 'OSR2', 'EHF', 'FOXD1', 'STAT1', 'MMP12', 'SLPI', 'IFI16', 'IRF1', 'ZC3H12A', 'TRIM16', 'PPARGC1A']",0.3670197578444016,0,0,GO_Molecular_Function_2023
229,Phospholipase Activity (GO:0004620),0.2446164134598389,2.1507103825136613,3.028337766638906,"['SMPD3', 'LIPG']",0.3670197578444016,0,0,GO_Molecular_Function_2023
230,"Phosphotransferase Activity, Alcohol Group As Acceptor (GO:0016773)",0.2446164134598389,2.1507103825136613,3.028337766638906,"['HK2', 'GNE']",0.3670197578444016,0,0,GO_Molecular_Function_2023
231,Protein Serine/Threonine Kinase Activity (GO:0004674),0.24597712506037644,1.4447916666666667,2.026344490991496,"['MELK', 'MLKL', 'PBK', 'CDK1', 'TTK', 'AURKA']",0.3670197578444016,0,0,GO_Molecular_Function_2023
232,mRNA 3'-UTR AU-rich Region Binding (GO:0035925),0.24784380199262754,3.660853432282004,5.106731517584393,['ZC3H12A'],0.3670197578444016,0,0,GO_Molecular_Function_2023
233,Protein Tyrosine/Serine/Threonine Phosphatase Activity (GO:0008138),0.24784380199262754,3.660853432282004,5.106731517584393,['DUSP5'],0.3670197578444016,0,0,GO_Molecular_Function_2023
234,Cyclin-Dependent Protein Kinase Activity (GO:0097472),0.24784380199262754,3.660853432282004,5.106731517584393,['CDK1'],0.3670197578444016,0,0,GO_Molecular_Function_2023
235,Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0004693),0.24784380199262754,3.660853432282004,5.106731517584393,['CDK1'],0.3670197578444016,0,0,GO_Molecular_Function_2023
236,Glucose Transmembrane Transporter Activity (GO:0005355),0.25710596110714157,3.50150842945874,4.755983276534011,['SLC2A1'],0.37436349148654924,0,0,GO_Molecular_Function_2023
237,Monoatomic Anion Transmembrane Transporter Activity (GO:0008509),0.25710596110714157,3.50150842945874,4.755983276534011,['SLC26A2'],0.37436349148654924,0,0,GO_Molecular_Function_2023
238,Nuclear Localization Sequence Binding (GO:0008139),0.25710596110714157,3.50150842945874,4.755983276534011,['KPNA2'],0.37436349148654924,0,0,GO_Molecular_Function_2023
239,Chemorepellent Activity (GO:0045499),0.25710596110714157,3.50150842945874,4.755983276534011,['SEMA3G'],0.37436349148654924,0,0,GO_Molecular_Function_2023
240,Ubiquitin Binding (GO:0043130),0.2582918381686312,2.067675493905002,2.798940314764407,"['TOP2A', 'CKS2']",0.37452316534451524,0,0,GO_Molecular_Function_2023
241,FAD Binding (GO:0071949),0.2662545225134303,3.3554421768707483,4.440265276731223,['STEAP4'],0.3781900972843826,0,0,GO_Molecular_Function_2023
242,Adenylyltransferase Activity (GO:0070566),0.2662545225134303,3.3554421768707483,4.440265276731223,['OAS2'],0.3781900972843826,0,0,GO_Molecular_Function_2023
243,"Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)",0.2662545225134303,3.3554421768707483,4.440265276731223,['PLEK'],0.3781900972843826,0,0,GO_Molecular_Function_2023
244,Epidermal Growth Factor Receptor Binding (GO:0005154),0.2662545225134303,3.3554421768707483,4.440265276731223,['PLSCR1'],0.3781900972843826,0,0,GO_Molecular_Function_2023
245,Ferrous Iron Binding (GO:0008198),0.2662545225134303,3.3554421768707483,4.440265276731223,['PHYH'],0.3781900972843826,0,0,GO_Molecular_Function_2023
246,Phosphatase Activity (GO:0016791),0.27197780182644665,1.9907913377858732,2.59207965498495,"['DUSP5', 'ACP3']",0.38474387179458813,0,0,GO_Molecular_Function_2023
247,Inward Rectifier Potassium Channel Activity (GO:0005242),0.27529087378405875,3.221061224489796,4.154933898359338,['KCNJ15'],0.38474387179458813,0,0,GO_Molecular_Function_2023
248,NAD Binding (GO:0051287),0.27529087378405875,3.221061224489796,4.154933898359338,['PARP9'],0.38474387179458813,0,0,GO_Molecular_Function_2023
249,NAD+ ADP-ribosyltransferase Activity (GO:0003950),0.27529087378405875,3.221061224489796,4.154933898359338,['PARP9'],0.38474387179458813,0,0,GO_Molecular_Function_2023
250,Ribosome Binding (GO:0043022),0.2810982623917568,1.9426229508196722,2.465287564458344,"['ZC3H12A', 'NME1']",0.3912887812493254,0,0,GO_Molecular_Function_2023
251,Tumor Necrosis Factor Receptor Superfamily Binding (GO:0032813),0.2842163857097336,3.09701726844584,3.896107835021912,['STAT1'],0.3924892945515369,0,0,GO_Molecular_Function_2023
252,N-methyltransferase Activity (GO:0008170),0.2842163857097336,3.09701726844584,3.896107835021912,['MUC1'],0.3924892945515369,0,0,GO_Molecular_Function_2023
253,Glutathione Transferase Activity (GO:0004364),0.293032412333461,2.982161753590325,3.660520212397887,['HPGDS'],0.3983409355157985,0,0,GO_Molecular_Function_2023
254,Monocarboxylic Acid Binding (GO:0033293),0.293032412333461,2.982161753590325,3.660520212397887,['PYGL'],0.3983409355157985,0,0,GO_Molecular_Function_2023
255,Cell Adhesion Mediator Activity (GO:0098631),0.293032412333461,2.982161753590325,3.660520212397887,['NEXN'],0.3983409355157985,0,0,GO_Molecular_Function_2023
256,Dicarboxylic Acid Transmembrane Transporter Activity (GO:0005310),0.293032412333461,2.982161753590325,3.660520212397887,['SLC26A2'],0.3983409355157985,0,0,GO_Molecular_Function_2023
257,miRNA Binding (GO:0035198),0.30174029121164164,2.8755102040816327,3.4454035297920904,['ZC3H12A'],0.40699853233198174,0,0,GO_Molecular_Function_2023
258,Acylglycerol O-acyltransferase Activity (GO:0016411),0.30174029121164164,2.8755102040816327,3.4454035297920904,['GPAT3'],0.40699853233198174,0,0,GO_Molecular_Function_2023
259,Receptor Antagonist Activity (GO:0048019),0.3103413436693897,2.7762139338494016,3.2483992810296334,['IL1RN'],0.41698373589555066,0,0,GO_Molecular_Function_2023
260,Kinesin Binding (GO:0019894),0.3188368749405083,2.6835374149659863,3.067486330759252,['PRC1'],0.4218830132292657,0,0,GO_Molecular_Function_2023
261,O-acyltransferase Activity (GO:0008374),0.3188368749405083,2.6835374149659863,3.067486330759252,['GPAT3'],0.4218830132292657,0,0,GO_Molecular_Function_2023
262,Adenyl Nucleotide Binding (GO:0030554),0.3188368749405083,2.6835374149659863,3.067486330759252,['NOS2'],0.4218830132292657,0,0,GO_Molecular_Function_2023
263,Potassium Ion Transmembrane Transporter Activity (GO:0015079),0.3188368749405083,2.6835374149659863,3.067486330759252,['KCNK5'],0.4218830132292657,0,0,GO_Molecular_Function_2023
264,"Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0016616)",0.32646965688279306,1.732857394676538,1.9397922253344861,"['HSD3B1', 'GFUS']",0.42810302516186116,0,0,GO_Molecular_Function_2023
265,Ubiquitin Conjugating Enzyme Activity (GO:0061631),0.32722817440533064,2.5968400263331137,2.900923684042882,['UBE2T'],0.42810302516186116,0,0,GO_Molecular_Function_2023
266,Inorganic Anion Transmembrane Transporter Activity (GO:0015103),0.32722817440533064,2.5968400263331137,2.900923684042882,['SLC26A2'],0.42810302516186116,0,0,GO_Molecular_Function_2023
267,Growth Factor Receptor Binding (GO:0070851),0.33097209157119645,1.7143355423787932,1.8955771919594877,"['PLSCR1', 'IL1B']",0.4313793553062785,0,0,GO_Molecular_Function_2023
268,Transcription Coactivator Binding (GO:0001223),0.3437031570294615,2.439208410636982,2.6050182606204073,['STAT1'],0.4406642416650353,0,0,GO_Molecular_Function_2023
269,MHC Protein Binding (GO:0042287),0.3437031570294615,2.439208410636982,2.6050182606204073,['TAP2'],0.4406642416650353,0,0,GO_Molecular_Function_2023
270,Solute:Sodium Symporter Activity (GO:0015370),0.3437031570294615,2.439208410636982,2.6050182606204073,['SLC28A3'],0.4406642416650353,0,0,GO_Molecular_Function_2023
271,Histone Deacetylase Binding (GO:0042826),0.34442722337037246,1.6610613486564136,1.7704795521516679,"['CCND1', 'KPNA2']",0.4406642416650353,0,0,GO_Molecular_Function_2023
272,Protein Tyrosine Kinase Activity (GO:0004713),0.34442722337037246,1.6610613486564136,1.7704795521516679,"['LYN', 'MELK']",0.4406642416650353,0,0,GO_Molecular_Function_2023
273,Cytokine Receptor Binding (GO:0005126),0.34889333932203864,1.6440281030444965,1.7311435435085258,"['IL1RN', 'IL1B']",0.4435604736394011,0,0,GO_Molecular_Function_2023
274,Ubiquitin-Like Protein Conjugating Enzyme Activity (GO:0061650),0.3517893411622836,2.36734693877551,2.4732211925796763,['UBE2T'],0.4435604736394011,0,0,GO_Molecular_Function_2023
275,Hsp90 Protein Binding (GO:0051879),0.3517893411622836,2.36734693877551,2.4732211925796763,['GBP1'],0.4435604736394011,0,0,GO_Molecular_Function_2023
276,NADP Binding (GO:0050661),0.3517893411622836,2.36734693877551,2.4732211925796763,['NOS2'],0.4435604736394011,0,0,GO_Molecular_Function_2023
277,Amino Acid Binding (GO:0016597),0.3597762958965895,2.299591836734694,2.350810280006541,['NOS2'],0.4503674495396156,0,0,GO_Molecular_Function_2023
278,"Phosphatidylinositol-3,4,5-Trisphosphate Binding (GO:0005547)",0.3597762958965895,2.299591836734694,2.350810280006541,['FERMT2'],0.4503674495396156,0,0,GO_Molecular_Function_2023
279,aminoacyl-tRNA Ligase Activity (GO:0004812),0.36766523391948497,2.2356009070294784,2.236903022200789,['WARS1'],0.4585931949963468,0,0,GO_Molecular_Function_2023
280,Sulfotransferase Activity (GO:0008146),0.375457353375349,2.175068946497518,2.130720132712233,['SULT2B1'],0.4633353174633315,0,0,GO_Molecular_Function_2023
281,Phosphatidylinositol Binding (GO:0035091),0.3754613779444238,1.5487074401008827,1.5171132942697787,"['SCIN', 'FCGR3B']",0.4633353174633315,0,0,GO_Molecular_Function_2023
282,Cysteine-Type Endopeptidase Activity (GO:0004197),0.3754613779444238,1.5487074401008827,1.5171132942697787,"['CTSL', 'CASP1']",0.4633353174633315,0,0,GO_Molecular_Function_2023
283,2-Oxoglutarate-Dependent Dioxygenase Activity (GO:0016706),0.39826456224628465,2.0116326530612243,1.8519870018917344,['PHYH'],0.48630199179546335,0,0,GO_Molecular_Function_2023
284,RNA Endonuclease Activity (GO:0004521),0.39826456224628465,2.0116326530612243,1.8519870018917344,['ZC3H12A'],0.48630199179546335,0,0,GO_Molecular_Function_2023
285,Signal Sequence Binding (GO:0005048),0.39826456224628465,2.0116326530612243,1.8519870018917344,['KPNA2'],0.48630199179546335,0,0,GO_Molecular_Function_2023
286,Transcription Corepressor Binding (GO:0001222),0.4056810982608689,1.9624688899950224,1.7705156872475742,['STAT1'],0.49190600067868423,0,0,GO_Molecular_Function_2023
287,Regulatory RNA Binding (GO:0061980),0.4056810982608689,1.9624688899950224,1.7705156872475742,['ZC3H12A'],0.49190600067868423,0,0,GO_Molecular_Function_2023
288,Nuclear Receptor Binding (GO:0016922),0.41444413209683584,1.4247062237052082,1.254905600518456,"['STAT1', 'PPARGC1A']",0.49937067211367414,0,0,GO_Molecular_Function_2023
289,Protein Heterodimerization Activity (GO:0046982),0.4147072535656662,1.2918069584736251,1.1370257758731057,"['TOP2A', 'CEACAM6', 'AURKA']",0.49937067211367414,0,0,GO_Molecular_Function_2023
290,Phosphoric Diester Hydrolase Activity (GO:0008081),0.42024215200032505,1.871001423825344,1.6220163778705048,['SMPD3'],0.50429058240039,0,0,GO_Molecular_Function_2023
291,Protein Kinase Inhibitor Activity (GO:0004860),0.42738888241081635,1.8283858998144713,1.5542394523605394,['SOCS3'],0.5082728772852182,0,0,GO_Molecular_Function_2023
292,Copper Ion Binding (GO:0005507),0.42738888241081635,1.8283858998144713,1.5542394523605394,['S100A12'],0.5082728772852182,0,0,GO_Molecular_Function_2023
293,Ubiquitin Protein Ligase Binding (GO:0031625),0.42794239380623256,1.2063639458940787,1.0239215289122545,"['FZD5', 'UBE2T', 'PPARGC1A', 'TRIB2']",0.5082728772852182,0,0,GO_Molecular_Function_2023
294,Hydro-Lyase Activity (GO:0016836),0.4344478679482835,1.7876643990929706,1.4903388463126144,['CYP2S1'],0.5125012137152632,0,0,GO_Molecular_Function_2023
295,Exonuclease Activity (GO:0004527),0.4344478679482835,1.7876643990929706,1.4903388463126144,['ZC3H12A'],0.5125012137152632,0,0,GO_Molecular_Function_2023
296,S-adenosylmethionine-dependent Methyltransferase Activity (GO:0008757),0.4618276248188864,1.641399416909621,1.2680853834334544,['MUC1'],0.5411313583736447,0,0,GO_Molecular_Function_2023
297,Nuclear Receptor Coactivator Activity (GO:0030374),0.4618276248188864,1.641399416909621,1.2680853834334544,['PPARGC1A'],0.5411313583736447,0,0,GO_Molecular_Function_2023
298,E-box Binding (GO:0070888),0.46846372102855904,1.6084897959183673,1.2197123703065536,['BMAL2'],0.5470650165031495,0,0,GO_Molecular_Function_2023
299,Channel Activity (GO:0015267),0.47501831722665716,1.5768707482993198,1.173825601758967,['AQP9'],0.5510212479829223,0,0,GO_Molecular_Function_2023
300,Exopeptidase Activity (GO:0008238),0.47501831722665716,1.5768707482993198,1.173825601758967,['GGH'],0.5510212479829223,0,0,GO_Molecular_Function_2023
301,Monoatomic Anion Channel Activity (GO:0005253),0.4814924102290312,1.5464678178963893,1.1302589088759516,['APOL1'],0.5548323137738504,0,0,GO_Molecular_Function_2023
302,Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),0.4814924102290312,1.5464678178963893,1.1302589088759516,['TNIP3'],0.5548323137738504,0,0,GO_Molecular_Function_2023
303,Myosin Binding (GO:0017022),0.48788698479196474,1.5172121678860224,1.0888599148831348,['RAB27B'],0.5585022062750122,0,0,GO_Molecular_Function_2023
304,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),0.48788698479196474,1.5172121678860224,1.0888599148831348,['CYBRD1'],0.5585022062750122,0,0,GO_Molecular_Function_2023
305,Protein Serine/Threonine Phosphatase Activity (GO:0004722),0.4942030137705626,1.4890400604686318,1.0494886679630526,['CDKN3'],0.5638775370234616,0,0,GO_Molecular_Function_2023
306,Endonuclease Activity (GO:0004519),0.5126893771931171,1.410454708199069,0.942303802628559,['ZC3H12A'],0.583058507396094,0,0,GO_Molecular_Function_2023
307,SH3 Domain Binding (GO:0017124),0.5187007160706434,1.3860661505981704,0.9098529320413432,['PLSCR1'],0.5879734501387098,0,0,GO_Molecular_Function_2023
308,Secondary Active Transmembrane Transporter Activity (GO:0015291),0.524638198101331,1.3625043237634036,0.8788785096203708,['SLC7A5'],0.5927730290235819,0,0,GO_Molecular_Function_2023
309,Chloride Channel Activity (GO:0005254),0.547667468729225,1.2757369614512473,0.7681046209077355,['APOL1'],0.6167905473067,0,0,GO_Molecular_Function_2023
310,Double-Stranded RNA Binding (GO:0003725),0.55324900473847,1.2557397959183674,0.7433315292788358,['OAS2'],0.6210666246741534,0,0,GO_Molecular_Function_2023
